item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,pair_id,source,split,gold_letter,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi,solver_scores
7978,8.713128089904785,8.128339767456055,-8.713128089904785,-8.822929382324219,factor_1,7978,bd6f87f2-cb60-58b3-8b27-4eceab2bfc79,mmlu-pro-math,gpt,B,2.8270719051361084,2.8242735862731934,2.5927634239196777,13.663915634155273,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 1.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 1.0, 'qwen_qwen3_5_0_8b': None, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': None, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
2934,8.51743221282959,7.932643413543701,-8.51743221282959,15.463757514953613,factor_1,2934,6c5f9b09-193f-5070-9dfd-2dee1f69a9a3,mmlu-pro-biology,gpt,F,3.860029697418213,3.846336841583252,0.39382314682006836,15.471464157104492,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': 0.0}"
9524,7.165369510650635,6.580580711364746,-7.165369510650635,2.333958625793457,factor_1,9524,34e8d16b-9824-5373-b735-d25a3df21044,mmlu-pro-physics,gpt,I,13.330699920654297,13.247175216674805,-19.38388442993164,32.5450439453125,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': None, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
1330,6.54412317276001,5.959334373474121,-6.54412317276001,2.1324214935302734,factor_1,1330,50e6565c-07f5-57d6-80d8-028498a1251b,mmlu-pro-law,gpt,H,8.845990180969238,8.793365478515625,-11.275662422180176,23.194332122802734,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': None}"
6222,6.530420780181885,5.945631980895996,-6.530420780181885,2.099139928817749,factor_1,6222,1c76021c-cb8e-5477-8f7e-88855d6dd547,mmlu-pro-health,gpt,J,7.558567523956299,7.515181541442871,-8.784124374389648,20.67538833618164,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
3250,5.949252128601074,5.3644633293151855,-5.949252128601074,1.9676685333251953,factor_1,3250,49c0f568-1ac2-53dc-be78-f3eea93820fd,mmlu-pro-biology,gpt,J,5.917064666748047,5.885995388031006,-6.172088146209717,16.90101432800293,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
9158,5.914790153503418,5.330001354217529,-5.914790153503418,1.9789543151855469,factor_1,9158,e3de7dfc-4b9e-5476-b7af-92d7d00bf2d3,mmlu-pro-physics,gpt,E,6.9889631271362305,6.949764251708984,-8.291536331176758,18.951539993286133,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
2256,5.860296249389648,5.27550745010376,-5.860296249389648,0.06005260720849037,factor_1,2256,cc8d0d03-7d7e-5728-8bd6-fa03589c976d,mmlu-pro-psychology,gpt,J,6.075993537902832,6.043693542480469,-6.570131778717041,17.12114715576172,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
5056,5.735329627990723,5.150540828704834,-5.735329627990723,1.8755918741226196,factor_1,5056,6ed13f8d-9733-5839-a628-22c6ec6c9f27,mmlu-pro-history,gpt,A,5.3933186531066895,5.366386413574219,-5.367577075958252,15.668659210205078,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
4891,5.648540496826172,5.063751697540283,-5.648540496826172,9.281514167785645,factor_1,4891,d9cc990f-fb19-521e-a8fa-68f3325f8730,mmlu-pro-history,gpt,F,1.6935266256332397,1.7084403038024902,1.7152085304260254,8.412294387817383,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
6742,5.584720611572266,4.999931812286377,-5.584720611572266,10.187636375427246,factor_1,6742,ca91b783-54e9-5fb6-9c30-a7ebf3ee7258,mmlu-pro-health,gpt,I,2.3526461124420166,2.356065511703491,0.38204336166381836,9.617820739746094,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
3242,5.579792499542236,4.995003700256348,-5.579792499542236,9.146759033203125,factor_1,3242,79d55355-34c0-5ba7-842e-65671b9858d9,mmlu-pro-biology,gpt,G,1.6789195537567139,1.694150686264038,1.6744682788848877,8.315539360046387,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
1097,5.52796745300293,4.943178653717041,-5.52796745300293,1.8261836767196655,factor_1,1097,138e503c-b09d-5d19-82ff-0b5ddc3e7bf6,mmlu-pro-law,gpt,A,4.940560817718506,4.917328834533691,-4.6947855949401855,14.58114242553711,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
3899,5.441225528717041,4.856436729431152,-5.441225528717041,-0.12798194587230682,factor_1,3899,57500a89-7795-5299-b6a8-d0ab8da2687a,mmlu-pro-chemistry,gpt,E,6.977716445922852,6.938601493835449,-8.7432222366333,18.456096649169922,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': None, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': None, 'qwen_qwen3_5_27b': None, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
11603,5.358616828918457,4.773828029632568,-5.358616828918457,14.1972017288208,factor_1,11603,b82d8f3f-f994-5775-b1b1-13420519ca81,mmlu-pro-engineering,gpt,G,1.454702615737915,1.4753508567810059,1.8821403980255127,7.665515899658203,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 1.0, 'qwen_qwen3_5_9b': 0.0}"
8857,5.186233997344971,4.601445198059082,-5.186233997344971,9.442025184631348,factor_1,8857,26d7ab00-c73b-5b3e-8bc3-4a8f941fceb7,mmlu-pro-math,gpt,I,2.2094321250915527,2.214988946914673,0.2600669860839844,8.94282341003418,"{'claude_haiku_4_5_20251001': 1.0, 'claude_sonnet_4_6': 1.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': None, 'qwen_qwen3_5_0_8b': None, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': None, 'qwen_qwen3_5_4b': None, 'qwen_qwen3_5_9b': None}"
6728,4.774311542510986,4.189522743225098,-4.774311542510986,0.06034720316529274,factor_1,6728,0a347026-2ec5-5879-9635-e6fc818d021b,mmlu-pro-health,gpt,D,3.5504512786865234,3.5397708415985107,-2.7484283447265625,11.127473831176758,"{'claude_haiku_4_5_20251001': 0.0, 'claude_sonnet_4_6': 0.0, 'mistralai_ministral_3_14b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_3b_instruct_2512_bf16': 0.0, 'mistralai_ministral_3_8b_instruct_2512_bf16': 0.0, 'qwen_qwen3_5_0_8b': 0.0, 'qwen_qwen3_5_27b': 0.0, 'qwen_qwen3_5_2b': 0.0, 'qwen_qwen3_5_4b': 0.0, 'qwen_qwen3_5_9b': 0.0}"
