difficulty_bin,judge_model,judge_score_mean,n_items
1,claude_haiku_4_5_20251001,0.6923076923076923,13
1,claude_sonnet_4_6,0.8846153846153846,13
1,mistralai_ministral_3_14b_instruct_2512_bf16,0.6153846153846154,13
1,mistralai_ministral_3_3b_instruct_2512_bf16,0.5384615384615384,13
1,mistralai_ministral_3_8b_instruct_2512_bf16,0.7307692307692307,13
1,qwen_qwen3_5_0_8b,0.6153846153846154,13
1,qwen_qwen3_5_27b,0.8461538461538461,13
1,qwen_qwen3_5_2b,0.5,13
1,qwen_qwen3_5_4b,0.6153846153846154,13
1,qwen_qwen3_5_9b,0.6538461538461539,13
2,claude_haiku_4_5_20251001,0.8846153846153846,13
2,claude_sonnet_4_6,0.9615384615384616,13
2,mistralai_ministral_3_14b_instruct_2512_bf16,0.8076923076923077,13
2,mistralai_ministral_3_3b_instruct_2512_bf16,0.7307692307692307,13
2,mistralai_ministral_3_8b_instruct_2512_bf16,0.8076923076923077,13
2,qwen_qwen3_5_0_8b,0.5769230769230769,13
2,qwen_qwen3_5_27b,0.9230769230769231,13
2,qwen_qwen3_5_2b,0.6538461538461539,13
2,qwen_qwen3_5_4b,0.8076923076923077,13
2,qwen_qwen3_5_9b,0.8846153846153846,13
3,claude_haiku_4_5_20251001,0.7307692307692307,13
3,claude_sonnet_4_6,0.8461538461538461,13
3,mistralai_ministral_3_14b_instruct_2512_bf16,0.5384615384615384,13
3,mistralai_ministral_3_3b_instruct_2512_bf16,0.7307692307692307,13
3,mistralai_ministral_3_8b_instruct_2512_bf16,0.7307692307692307,13
3,qwen_qwen3_5_0_8b,0.6538461538461539,13
3,qwen_qwen3_5_27b,0.9230769230769231,13
3,qwen_qwen3_5_2b,0.6538461538461539,13
3,qwen_qwen3_5_4b,0.6923076923076923,13
3,qwen_qwen3_5_9b,0.7307692307692307,13
4,claude_haiku_4_5_20251001,0.8461538461538461,13
4,claude_sonnet_4_6,1.0,13
4,mistralai_ministral_3_14b_instruct_2512_bf16,0.8461538461538461,13
4,mistralai_ministral_3_3b_instruct_2512_bf16,0.9230769230769231,13
4,mistralai_ministral_3_8b_instruct_2512_bf16,0.8461538461538461,13
4,qwen_qwen3_5_0_8b,0.6923076923076923,13
4,qwen_qwen3_5_27b,0.9230769230769231,13
4,qwen_qwen3_5_2b,0.6153846153846154,13
4,qwen_qwen3_5_4b,0.8846153846153846,13
4,qwen_qwen3_5_9b,0.8461538461538461,13
5,claude_haiku_4_5_20251001,0.7083333333333334,12
5,claude_sonnet_4_6,0.875,12
5,mistralai_ministral_3_14b_instruct_2512_bf16,0.625,12
5,mistralai_ministral_3_3b_instruct_2512_bf16,0.5416666666666666,12
5,mistralai_ministral_3_8b_instruct_2512_bf16,0.5833333333333334,12
5,qwen_qwen3_5_0_8b,0.625,12
5,qwen_qwen3_5_27b,0.6666666666666666,12
5,qwen_qwen3_5_2b,0.5,12
5,qwen_qwen3_5_4b,0.5416666666666666,12
5,qwen_qwen3_5_9b,0.5416666666666666,12
6,claude_haiku_4_5_20251001,0.6153846153846154,13
6,claude_sonnet_4_6,0.7307692307692307,13
6,mistralai_ministral_3_14b_instruct_2512_bf16,0.46153846153846156,13
6,mistralai_ministral_3_3b_instruct_2512_bf16,0.6153846153846154,13
6,mistralai_ministral_3_8b_instruct_2512_bf16,0.46153846153846156,13
6,qwen_qwen3_5_0_8b,0.5384615384615384,13
6,qwen_qwen3_5_27b,0.8461538461538461,13
6,qwen_qwen3_5_2b,0.5384615384615384,13
6,qwen_qwen3_5_4b,0.5384615384615384,13
6,qwen_qwen3_5_9b,0.6153846153846154,13
7,claude_haiku_4_5_20251001,0.7692307692307693,13
7,claude_sonnet_4_6,0.7916666666666666,12
7,mistralai_ministral_3_14b_instruct_2512_bf16,0.6538461538461539,13
7,mistralai_ministral_3_3b_instruct_2512_bf16,0.5769230769230769,13
7,mistralai_ministral_3_8b_instruct_2512_bf16,0.6538461538461539,13
7,qwen_qwen3_5_0_8b,0.5769230769230769,13
7,qwen_qwen3_5_27b,0.5769230769230769,13
7,qwen_qwen3_5_2b,0.5384615384615384,13
7,qwen_qwen3_5_4b,0.5384615384615384,13
7,qwen_qwen3_5_9b,0.5384615384615384,13
8,claude_haiku_4_5_20251001,0.5,12
8,claude_sonnet_4_6,0.875,12
8,mistralai_ministral_3_14b_instruct_2512_bf16,0.625,12
8,mistralai_ministral_3_3b_instruct_2512_bf16,0.7083333333333334,12
8,mistralai_ministral_3_8b_instruct_2512_bf16,0.5833333333333334,12
8,qwen_qwen3_5_0_8b,0.5,12
8,qwen_qwen3_5_27b,0.7916666666666666,12
8,qwen_qwen3_5_2b,0.5,12
8,qwen_qwen3_5_4b,0.6666666666666666,12
8,qwen_qwen3_5_9b,0.75,12
9,claude_haiku_4_5_20251001,0.6538461538461539,13
9,claude_sonnet_4_6,0.6153846153846154,13
9,mistralai_ministral_3_14b_instruct_2512_bf16,0.6923076923076923,13
9,mistralai_ministral_3_3b_instruct_2512_bf16,0.5769230769230769,13
9,mistralai_ministral_3_8b_instruct_2512_bf16,0.6153846153846154,13
9,qwen_qwen3_5_0_8b,0.5769230769230769,13
9,qwen_qwen3_5_27b,0.7692307692307693,13
9,qwen_qwen3_5_2b,0.5,13
9,qwen_qwen3_5_4b,0.5769230769230769,13
9,qwen_qwen3_5_9b,0.6153846153846154,13
10,claude_haiku_4_5_20251001,0.5769230769230769,13
10,claude_sonnet_4_6,0.6538461538461539,13
10,mistralai_ministral_3_14b_instruct_2512_bf16,0.5769230769230769,13
10,mistralai_ministral_3_3b_instruct_2512_bf16,0.6153846153846154,13
10,mistralai_ministral_3_8b_instruct_2512_bf16,0.5384615384615384,13
