solver_item_id,solver_subset,solver_difficulty_centered,solver_difficulty_centered_laplace_se,judge_difficulty_centered,judge_difficulty_centered_laplace_se,kudge_split
705,Korean-Hard,10.259074211120605,7.561006546020508,-0.016435936093330383,0.6129761338233948,Hard
661,Korean-Hard,9.907615661621094,6.901653289794922,1.1858881711959839,0.7378231287002563,Hard
649,Korean-Hard,9.385315895080566,6.748741149902344,0.24907922744750977,0.6479547023773193,Hard
718,Korean-Hard,8.952495574951172,6.054913520812988,-1.3495612144470215,1.1200571060180664,Hard
8,Korean-Easy,8.862448692321777,1.563285231590271,0.8633727431297302,0.7283695936203003,Easy
725,Korean-Hard,8.521648406982422,1.3259669542312622,1.0904405117034912,0.6882440447807312,Hard
731,Korean-Hard,8.072809219360352,1.3637828826904297,0.06591189652681351,0.778694212436676,Hard
131,Korean-Easy,8.068641662597656,1.3656753301620483,1.893542766571045,0.8473761081695557,Easy
215,Korean-Easy,7.8526153564453125,1.4408199787139893,0.8338418006896973,0.7242352962493896,Easy
185,Korean-Easy,7.485238552093506,1.3244127035140991,-1.6760061979293823,2.37831449508667,Easy
684,Korean-Hard,7.045292377471924,3.7141430377960205,-0.9558759927749634,0.6830282211303711,Hard
734,Korean-Hard,7.027666091918945,3.6968276500701904,-0.061574406921863556,0.760779082775116,Hard
656,Korean-Hard,6.22661828994751,2.618082046508789,-0.5135815143585205,0.621515691280365,Hard
679,Korean-Hard,6.1523919105529785,8.362486839294434,2.626533269882202,0.9819316864013672,Hard
261,Korean-Easy,6.057108402252197,1.272833228111267,1.6082152128219604,0.9706631302833557,Easy
700,Korean-Hard,6.046175956726074,2.847142219543457,0.12182799726724625,0.6504106521606445,Hard
55,Korean-Easy,5.567379474639893,1.4688397645950317,4.506300449371338,2.009047031402588,Easy
716,Korean-Hard,5.503572940826416,1.18801748752594,0.13788244128227234,0.6942200660705566,Hard
701,Korean-Hard,5.394952297210693,5.722639560699463,2.9884192943573,0.989614725112915,Hard
669,Korean-Hard,5.250733852386475,1.33388352394104,1.6056504249572754,0.969955325126648,Hard
237,Korean-Easy,5.146988391876221,1.1690974235534668,2.325438976287842,0.9108317494392395,Easy
200,Korean-Easy,4.916394233703613,1.4115612506866455,-1.742497205734253,2.45607328414917,Easy
670,Korean-Hard,4.660154819488525,3.9916863441467285,-0.04109477996826172,0.6154100298881531,Hard
682,Korean-Hard,4.629930019378662,6.520917892456055,-1.3211756944656372,0.793147087097168,Hard
192,Korean-Easy,4.545247554779053,1.3975197076797485,1.1756744384765625,0.7361427545547485,Easy
108,Korean-Easy,4.485206127166748,1.3724727630615234,0.5463396310806274,0.745040774345398,Easy
665,Korean-Hard,4.47678804397583,1.0858032703399658,1.1759271621704102,0.7361733913421631,Hard
706,Korean-Hard,4.444508075714111,1.1254189014434814,0.5465440154075623,0.6324921250343323,Hard
113,Korean-Easy,4.335525989532471,1.0733776092529297,-1.8249338865280151,1.070112943649292,Easy
101,Korean-Easy,4.296661853790283,1.0697237253189087,1.557768702507019,0.796651303768158,Easy
91,Korean-Easy,4.265169620513916,1.0481102466583252,2.996629476547241,0.9905561804771423,Easy
250,Korean-Easy,4.259430408477783,1.0476468801498413,0.6347533464431763,0.6535247564315796,Easy
105,Korean-Easy,4.238212585449219,1.0457528829574585,0.20449012517929077,1.1059924364089966,Easy
681,Korean-Hard,4.186051368713379,1.3701342344284058,2.5732412338256836,0.9377161860466003,Hard
33,Korean-Easy,4.178772449493408,1.0405690670013428,0.31852614879608154,0.6359814405441284,Easy
271,Korean-Easy,4.027942180633545,1.0458508729934692,0.449945330619812,0.673274040222168,Easy
278,Korean-Easy,3.9331581592559814,1.0371350049972534,-0.3675030469894409,0.8972336649894714,Easy
14,Korean-Easy,3.9265382289886475,1.331974744796753,-0.7996821403503418,0.8309122323989868,Easy
707,Korean-Hard,3.849601984024048,1.0120112895965576,-0.3588532507419586,0.6124607920646667,Hard
279,Korean-Easy,3.751732587814331,1.3157086372375488,-0.3005618155002594,0.9133484959602356,Easy
647,Korean-Hard,3.7309019565582275,1.0186536312103271,1.3245564699172974,0.7597861289978027,Hard
58,Korean-Easy,3.725402593612671,1.3127537965774536,-5.745307922363281,8.18830680847168,Easy
140,Korean-Easy,3.4730160236358643,1.0658422708511353,-1.429598331451416,1.1030819416046143,Easy
121,Korean-Easy,3.0983526706695557,1.2835899591445923,10.399222373962402,1.566194772720337,Easy
650,Korean-Hard,2.6322689056396484,1.0313104391098022,-1.7679636478424072,2.692819833755493,Hard
666,Korean-Hard,2.631211042404175,1.0310535430908203,2.349334239959717,0.9165092706680298,Hard
12,Korean-Easy,2.6305556297302246,1.0308971405029297,-1.6185545921325684,0.728985071182251,Easy
184,Korean-Easy,2.6119437217712402,0.9189355969429016,-0.28945156931877136,0.649459719657898,Easy
729,Korean-Hard,2.568756580352783,1.0639948844909668,4.991965293884277,2.345545768737793,Hard
27,Korean-Easy,2.461822271347046,0.9830251932144165,-1.3059414625167847,1.5379083156585693,Easy
148,Korean-Easy,2.421022415161133,0.9798187613487244,-0.9437055587768555,0.8183671832084656,Easy
742,Korean-Hard,2.389843463897705,0.9771727919578552,0.373003214597702,0.633697509765625,Hard
720,Korean-Hard,2.3789010047912598,0.9832548499107361,0.15757104754447937,0.6373229622840881,Hard
691,Korean-Hard,2.377744436264038,1.0599435567855835,0.46047019958496094,0.6745809316635132,Hard
713,Korean-Hard,2.323484182357788,0.985493540763855,-1.2287652492523193,1.1499793529510498,Hard
693,Korean-Hard,2.3232171535491943,0.9854346513748169,-0.0004871562123298645,0.621858537197113,Hard
138,Korean-Easy,2.233027935028076,0.8938681483268738,-1.2178728580474854,0.799045741558075,Easy
173,Korean-Easy,2.227848529815674,0.9521687626838684,0.9044206142425537,0.6934409737586975,Easy
270,Korean-Easy,2.1926429271698,0.8904842734336853,-2.101224660873413,1.0565499067306519,Easy
697,Korean-Hard,2.1612131595611572,0.8641330003738403,0.7083508372306824,0.7073941230773926,Hard
711,Korean-Hard,2.1013104915618896,0.854487955570221,7.9141693115234375,2.521136522293091,Hard
655,Korean-Hard,2.072252035140991,0.8816519379615784,0.6347641944885254,0.6532000303268433,Hard
733,Korean-Hard,2.053248882293701,0.8798638582229614,0.2420533299446106,0.8096193075180054,Hard
695,Korean-Hard,2.0350465774536133,0.844325602054596,0.05497243255376816,0.6109206676483154,Hard
704,Korean-Hard,1.982640027999878,0.9048330187797546,-0.22494983673095703,0.6279135942459106,Hard
703,Korean-Hard,1.85493803024292,1.142232060432434,0.38568031787872314,0.664519190788269,Hard
721,Korean-Hard,1.8283061981201172,1.069183588027954,-0.9159002304077148,0.6445353627204895,Hard
159,Korean-Easy,1.8150815963745117,1.1372565031051636,0.256567120552063,0.648891270160675,Easy
42,Korean-Easy,1.7903051376342773,1.1340100765228271,-1.4601033926010132,1.8485251665115356,Easy
680,Korean-Hard,1.7381434440612793,0.8520301580429077,-2.5677692890167236,1.0547288656234741,Hard
234,Korean-Easy,1.736736536026001,0.8518375158309937,1.273535132408142,0.7517187595367432,Easy
652,Korean-Hard,1.7194197177886963,1.1045315265655518,-0.0852726474404335,0.6697912216186523,Hard
251,Korean-Easy,1.6739795207977295,1.1202075481414795,1.9766674041748047,0.8591916561126709,Easy
13,Korean-Easy,1.647742748260498,0.8422639966011047,-0.18913301825523376,0.7454079985618591,Easy
229,Korean-Easy,1.6122658252716064,1.1130462884902954,-0.21231061220169067,0.9372997879981995,Easy
199,Korean-Easy,1.52610182762146,3.9552793502807617,-0.48733633756637573,0.7159340977668762,Easy
228,Korean-Easy,1.5059306621551514,0.8119568824768066,-1.1278427839279175,0.8049434423446655,Easy
277,Korean-Easy,1.4838824272155762,1.093010663986206,-0.276152104139328,0.735919713973999,Easy
71,Korean-Easy,1.4747893810272217,1.0917229652404785,0.55141282081604,0.6326126456260681,Easy
692,Korean-Hard,1.4625904560089111,0.7447723150253296,-1.247015118598938,0.6881682276725769,Hard
671,Korean-Hard,1.4618287086486816,0.8907946944236755,1.157798409461975,0.7333710789680481,Hard
94,Korean-Easy,1.458359718322754,3.7588789463043213,0.09886572510004044,1.0567816495895386,Easy
690,Korean-Hard,1.4561395645141602,0.8002187013626099,-1.5095247030258179,1.9212043285369873,Hard
26,Korean-Easy,1.450514554977417,1.0890454053878784,-0.942899227142334,0.8183338046073914,Easy
657,Korean-Hard,1.4494245052337646,0.7985703349113464,8.641650199890137,1.4396284818649292,Hard
31,Korean-Easy,1.4186992645263672,0.8205324411392212,0.9584035277366638,0.741388201713562,Easy
35,Korean-Easy,1.4049465656280518,3.5731773376464844,0.6506997346878052,0.9081735610961914,Easy
245,Korean-Easy,1.3630945682525635,1.0784945487976074,1.4318197965621948,0.8094203472137451,Easy
11,Korean-Easy,1.3625047206878662,1.0783642530441284,6.033938884735107,1.9357720613479614,Easy
216,Korean-Easy,1.3552525043487549,0.7754166126251221,-0.12285150587558746,0.665814995765686,Easy
64,Korean-Easy,1.333961009979248,1.074377179145813,-0.6452998518943787,0.8485966324806213,Easy
708,Korean-Hard,1.3278388977050781,0.7998790740966797,0.5514317154884338,0.6326144933700562,Hard
663,Korean-Hard,1.3277912139892578,0.7998781800270081,1.3127391338348389,0.7268247008323669,Hard
219,Korean-Easy,1.3268091678619385,0.7997438311576843,4.219905376434326,1.884910225868225,Easy
177,Korean-Easy,1.3139944076538086,0.7978250980377197,-0.9861442446708679,0.682163417339325,Easy
654,Korean-Hard,1.278386116027832,0.7936448454856873,-0.11726096272468567,0.618111789226532,Hard
63,Korean-Easy,1.2773959636688232,0.8726364970207214,0.24346038699150085,0.8098191618919373,Easy
737,Korean-Hard,1.2748780250549316,0.7553005218505859,-0.9024719595909119,0.821712851524353,Hard
677,Korean-Hard,1.2742903232574463,0.7552124857902527,1.1332213878631592,0.6897763609886169,Hard
158,Korean-Easy,1.2674953937530518,3.191970109939575,-1.339114785194397,1.1221212148666382,Easy
651,Korean-Hard,1.2520709037780762,0.7137636542320251,0.6386635899543762,0.6534087061882019,Hard
715,Korean-Hard,1.185563325881958,0.7782832980155945,0.5495285391807556,0.6861711740493774,Hard
122,Korean-Easy,1.178335428237915,2.975590467453003,0.6793639063835144,0.7647016048431396,Easy
83,Korean-Easy,1.1747722625732422,2.9635679721832275,2.2233059406280518,0.9495052099227905,Easy
730,Korean-Hard,1.1557226181030273,0.7036246657371521,1.654382586479187,0.8450798392295837,Hard
81,Korean-Easy,1.1427958011627197,2.8879077434539795,1.632771611213684,0.8414294123649597,Easy
685,Korean-Hard,1.1374053955078125,0.7019794583320618,-0.6940255761146545,0.8428610563278198,Hard
112,Korean-Easy,1.1352534294128418,0.795924186706543,2.0124034881591797,0.8641794919967651,Easy
675,Korean-Hard,1.1349847316741943,0.7959057092666626,1.2745414972305298,0.7518558502197266,Hard
89,Korean-Easy,1.129716157913208,0.7954602241516113,1.266136884689331,1.0938504934310913,Easy
712,Korean-Hard,1.1294329166412354,0.7210006713867188,-1.082963466644287,0.6635165810585022,Hard
276,Korean-Easy,1.129101276397705,0.7954277992248535,4.667442798614502,4.5972394943237305,Easy
206,Korean-Easy,1.0993521213531494,2.7910685539245605,-4.863831996917725,5.2646870613098145,Easy
688,Korean-Hard,1.085341215133667,0.7114802598953247,-4.731076240539551,4.974282264709473,Hard
672,Korean-Hard,1.0543386936187744,0.7575711011886597,0.650233805179596,1.2425190210342407,Hard
660,Korean-Hard,1.049797534942627,0.8083207607269287,0.5199581980705261,0.872709333896637,Hard
118,Korean-Easy,1.047961711883545,2.6816461086273193,1.481896162033081,1.151795506477356,Easy
54,Korean-Easy,1.0424644947052002,0.8494182229042053,-0.7470394372940063,0.8365793228149414,Easy
3,Korean-Easy,1.0362069606781006,0.8485878705978394,-0.1689985990524292,0.6610927581787109,Easy
687,Korean-Hard,0.9841358065605164,0.8152850866317749,6.885738372802734,1.3571374416351318,Hard
82,Korean-Easy,0.9689286351203918,2.5237276554107666,-0.8141211867332458,0.689751148223877,Easy
86,Korean-Easy,0.9669306874275208,2.5189549922943115,1.4464610815048218,1.1429718732833862,Easy
247,Korean-Easy,0.9483216404914856,2.4936017990112305,1.4315006732940674,0.8093671798706055,Easy
205,Korean-Easy,0.9441966414451599,2.4821152687072754,1.1818876266479492,0.8609491586685181,Easy
208,Korean-Easy,0.9190495610237122,2.4308979511260986,-2.0482940673828125,1.058864951133728,Easy
